MovieID,Rating,Title,Genres
3893,1,Nurse Betty (2000),Comedy|Thriller
2312,3,Children of a Lesser God (1986),Drama
3699,2,Starman (1984),Adventure|Drama|Romance|Sci-Fi
1213,2,GoodFellas (1990),Crime|Drama
265,4,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
2628,3,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
1968,2,"Breakfast Club, The (1985)",Comedy|Drama
1945,5,On the Waterfront (1954),Crime|Drama
3108,3,"Fisher King, The (1991)",Comedy|Drama|Romance
3035,4,Mister Roberts (1955),Comedy|Drama|War
1196,5,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
2359,3,Waking Ned Devine (1998),Comedy
736,4,Twister (1996),Action|Adventure|Romance|Thriller
3334,4,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
593,5,"Silence of the Lambs, The (1991)",Drama|Thriller
434,2,Cliffhanger (1993),Action|Adventure|Crime
1265,3,Groundhog Day (1993),Comedy|Romance
1962,5,Driving Miss Daisy (1989),Drama
1442,4,Prefontaine (1997),Drama
2067,5,Doctor Zhivago (1965),Drama|Romance|War
1259,5,Stand by Me (1986),Adventure|Comedy|Drama
590,5,Dances with Wolves (1990),Adventure|Drama|Western
1552,3,Con Air (1997),Action|Adventure|Thriller
3107,2,Backdraft (1991),Action|Drama
2858,4,American Beauty (1999),Comedy|Drama
1834,4,"Spanish Prisoner, The (1997)",Drama|Thriller
2427,2,"Thin Red Line, The (1998)",Action|Drama|War
2852,3,"Soldier's Story, A (1984)",Drama
902,2,Breakfast at Tiffany's (1961),Drama|Romance
3654,3,"Guns of Navarone, The (1961)",Action|Drama|War
1217,3,Ran (1985),Drama|War
982,4,Picnic (1955),Drama
1198,4,Raiders of the Lost Ark (1981),Action|Adventure
2353,4,Enemy of the State (1998),Action|Thriller
1370,5,Die Hard 2 (1990),Action|Thriller
2717,3,Ghostbusters II (1989),Comedy|Horror
1610,5,"Hunt for Red October, The (1990)",Action|Thriller
2126,3,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1873,4,"Misérables, Les (1998)",Drama
1544,4,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
95,2,Broken Arrow (1996),Action|Thriller
110,5,Braveheart (1995),Action|Drama|War
1801,3,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
1372,3,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
3105,4,Awakenings (1990),Drama
1253,3,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
2571,4,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1049,4,"Ghost and the Darkness, The (1996)",Action|Adventure
1266,5,Unforgiven (1992),Western
552,4,"Three Musketeers, The (1993)",Action|Adventure|Comedy
1261,1,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1961,4,Rain Man (1988),Drama
3619,2,"Hollywood Knights, The (1980)",Comedy
2081,4,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
1265,2,Groundhog Day (1993),Comedy|Romance
1379,4,Young Guns II (1990),Action|Comedy|Western
733,5,"Rock, The (1996)",Action|Adventure|Thriller
1378,5,Young Guns (1988),Action|Comedy|Western
3552,5,Caddyshack (1980),Comedy
1304,5,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1136,5,Monty Python and the Holy Grail (1974),Comedy
2470,4,Crocodile Dundee (1986),Adventure|Comedy
2115,4,Indiana Jones and the Temple of Doom (1984),Action|Adventure
3168,4,Easy Rider (1969),Adventure|Drama
2871,4,Deliverance (1972),Adventure|Thriller
1198,5,Raiders of the Lost Ark (1981),Action|Adventure
2617,2,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
648,3,Mission: Impossible (1996),Action|Adventure|Mystery
1270,3,Back to the Future (1985),Comedy|Sci-Fi
1968,4,"Breakfast Club, The (1985)",Comedy|Drama
3868,3,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy
2006,4,"Mask of Zorro, The (1998)",Action|Adventure|Romance
1197,5,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
3421,4,Animal House (1978),Comedy
1641,2,"Full Monty, The (1997)",Comedy
260,5,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
1394,4,Raising Arizona (1987),Comedy
3534,3,28 Days (2000),Comedy
104,4,Happy Gilmore (1996),Comedy
2735,4,"Golden Child, The (1986)",Action|Adventure|Comedy
1431,3,Beverly Hills Ninja (1997),Action|Comedy
3114,3,Toy Story 2 (1999),Animation|Children's|Comedy
1196,4,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1079,5,"Fish Called Wanda, A (1988)",Comedy
3671,5,Blazing Saddles (1974),Comedy|Western
590,4,Dances with Wolves (1990),Adventure|Drama|Western
1580,3,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
593,3,"Silence of the Lambs, The (1991)",Drama|Thriller
2167,5,Blade (1998),Action|Adventure|Horror
2997,3,Being John Malkovich (1999),Comedy
653,4,Dragonheart (1996),Action|Adventure|Fantasy
480,4,Jurassic Park (1993),Action|Adventure|Sci-Fi
1291,4,Indiana Jones and the Last Crusade (1989),Action|Adventure
1615,5,"Edge, The (1997)",Adventure|Thriller
2692,5,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
1210,3,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1196,2,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1387,5,Jaws (1975),Action|Horror
3527,1,Predator (1987),Action|Sci-Fi|Thriller
2366,4,King Kong (1933),Action|Adventure|Horror
1201,5,"Good, The Bad and The Ugly, The (1966)",Action|Western
3702,4,Mad Max (1979),Action|Sci-Fi
2947,5,Goldfinger (1964),Action
1240,5,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1036,4,Die Hard (1988),Action|Thriller
1214,4,Alien (1979),Action|Horror|Sci-Fi|Thriller
2951,4,"Fistful of Dollars, A (1964)",Action|Western
1554,3,"Pillow Book, The (1995)",Drama|Romance
357,2,Four Weddings and a Funeral (1994),Comedy|Romance
2395,5,Rushmore (1998),Comedy
3408,3,Erin Brockovich (2000),Drama
1095,4,Glengarry Glen Ross (1992),Drama
34,4,Babe (1995),Children's|Comedy|Drama
1171,4,Bob Roberts (1992),Comedy
1683,3,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
3728,2,One False Move (1991),Thriller
1897,4,High Art (1998),Drama|Romance
866,4,Bound (1996),Crime|Drama|Romance|Thriller
1529,4,Nowhere (1997),Drama
2716,3,Ghostbusters (1984),Comedy|Horror
2188,1,54 (1998),Drama
2916,1,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
3744,1,Shaft (2000),Action|Crime
3105,2,Awakenings (1990),Drama
1684,3,Mrs. Dalloway (1997),Romance
497,3,Much Ado About Nothing (1993),Comedy|Romance
1921,4,Pi (1998),Sci-Fi|Thriller
1192,5,Paris Is Burning (1990),Documentary
2282,3,Pecker (1998),Comedy|Drama
968,3,Night of the Living Dead (1968),Horror|Sci-Fi
2723,4,Mystery Men (1999),Action|Adventure|Comedy
1485,3,Liar Liar (1997),Comedy
2721,3,Trick (1999),Romance
2770,4,Bowfinger (1999),Comedy
2725,2,Twin Falls Idaho (1999),Drama
1535,4,Love! Valour! Compassion! (1997),Drama|Romance
860,2,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
39,3,Clueless (1995),Comedy|Romance
1175,5,Delicatessen (1991),Comedy|Sci-Fi
3386,2,JFK (1991),Drama|Mystery
2333,4,Gods and Monsters (1998),Drama
1392,4,Citizen Ruth (1996),Comedy|Drama
50,5,"Usual Suspects, The (1995)",Crime|Thriller
800,2,Lone Star (1996),Drama|Mystery
2580,4,Go (1999),Crime
1046,5,Beautiful Thing (1996),Drama|Romance
356,1,Forrest Gump (1994),Comedy|Romance|War
272,3,"Madness of King George, The (1994)",Drama
1912,3,Out of Sight (1998),Action|Crime|Romance
2987,4,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
1093,2,"Doors, The (1991)",Drama|Musical
29,5,"City of Lost Children, The (1995)",Adventure|Sci-Fi
3006,3,"Insider, The (1999)",Drama
1466,3,Donnie Brasco (1997),Crime|Drama
562,4,Welcome to the Dollhouse (1995),Comedy|Drama
2323,4,"Cruise, The (1998)",Documentary
1191,2,Madonna: Truth or Dare (1991),Documentary
24,1,Powder (1995),Drama|Sci-Fi
1923,3,There's Something About Mary (1998),Comedy
2428,3,"Faculty, The (1998)",Horror|Sci-Fi
2997,5,Being John Malkovich (1999),Comedy
2337,5,Velvet Goldmine (1998),Drama
6,2,Heat (1995),Action|Crime|Thriller
229,3,Death and the Maiden (1994),Drama|Thriller
3514,2,Joe Gould's Secret (2000),Drama
36,3,Dead Man Walking (1995),Drama
32,4,Twelve Monkeys (1995),Drama|Sci-Fi
1885,4,"Opposite of Sex, The (1998)",Comedy|Drama
3051,2,Anywhere But Here (1999),Drama
1617,3,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
2762,3,"Sixth Sense, The (1999)",Thriller
581,3,"Celluloid Closet, The (1995)",Documentary
1966,2,Metropolitan (1990),Comedy
150,2,Apollo 13 (1995),Drama
509,4,"Piano, The (1993)",Drama|Romance
733,1,"Rock, The (1996)",Action|Adventure|Thriller
3499,3,Misery (1990),Horror
2683,3,Austin Powers: The Spy Who Shagged Me (1999),Comedy
2289,4,"Player, The (1992)",Comedy|Drama
288,2,Natural Born Killers (1994),Action|Thriller
2759,3,Dick (1999),Comedy
162,4,Crumb (1994),Documentary
3793,2,X-Men (2000),Action|Sci-Fi
2268,2,"Few Good Men, A (1992)",Crime|Drama
41,4,Richard III (1995),Drama|War
1704,3,Good Will Hunting (1997),Drama
2058,1,"Negotiator, The (1998)",Action|Thriller
353,2,"Crow, The (1994)",Action|Romance|Thriller
2070,2,Tender Mercies (1983),Drama
412,2,"Age of Innocence, The (1993)",Drama
377,4,Speed (1994),Action|Romance|Thriller
1513,4,Romy and Michele's High School Reunion (1997),Comedy
3799,3,Pokémon the Movie 2000 (2000),Animation|Children's
2700,4,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1127,1,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
3016,4,Creepshow (1982),Horror
47,3,Seven (Se7en) (1995),Crime|Thriller
296,4,Pulp Fiction (1994),Crime|Drama
1279,1,Night on Earth (1991),Comedy|Drama
265,3,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
3081,3,Sleepy Hollow (1999),Horror|Romance
1635,4,"Ice Storm, The (1997)",Drama
515,4,"Remains of the Day, The (1993)",Drama
215,3,Before Sunrise (1995),Drama|Romance
1759,4,Four Days in September (1997),Drama
348,4,Bullets Over Broadway (1994),Comedy
202,2,Total Eclipse (1995),Drama|Romance
224,3,Don Juan DeMarco (1995),Comedy|Drama|Romance
714,4,Dead Man (1995),Western
1884,3,Fear and Loathing in Las Vegas (1998),Comedy|Drama
2028,2,Saving Private Ryan (1998),Action|Drama|War
1594,1,In the Company of Men (1997),Drama
501,1,Naked (1993),Drama
2291,5,Edward Scissorhands (1990),Drama|Romance
994,5,Big Night (1996),Drama
1243,3,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
506,4,Orlando (1993),Drama
1580,4,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1250,5,"Bridge on the River Kwai, The (1957)",Drama|War
3513,1,Rules of Engagement (2000),Drama|Thriller
1909,3,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
2560,4,Ravenous (1999),Drama|Horror
3083,5,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama
3079,2,Mansfield Park (1999),Drama
2437,2,Wilde (1997),Drama
299,3,Priest (1994),Drama
728,4,Cold Comfort Farm (1995),Comedy
3163,5,Topsy-Turvy (1999),Drama
1268,2,Pump Up the Volume (1990),Drama
2908,4,Boys Don't Cry (1999),Drama
1747,2,Wag the Dog (1997),Comedy|Drama
3786,3,But I'm a Cheerleader (1999),Comedy
52,2,Mighty Aphrodite (1995),Comedy
2599,5,Election (1999),Comedy
2013,3,"Poseidon Adventure, The (1972)",Action|Adventure
1527,3,"Fifth Element, The (1997)",Action|Sci-Fi
321,3,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
1649,4,"Fast, Cheap & Out of Control (1997)",Documentary
2029,4,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
3418,3,Thelma & Louise (1991),Action|Drama
2734,2,"Mosquito Coast, The (1986)",Drama
2806,2,Teaching Mrs. Tingle (1999),Comedy|Thriller
1719,3,"Sweet Hereafter, The (1997)",Drama
1733,3,Afterglow (1997),Drama|Romance
2390,4,Little Voice (1998),Comedy
1721,1,Titanic (1997),Drama|Romance
2571,5,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1734,4,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
3176,2,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2353,3,Enemy of the State (1998),Action|Thriller
2717,1,Ghostbusters II (1989),Comedy|Horror
194,3,Smoke (1995),Drama
3249,1,"Hand That Rocks the Cradle, The (1992)",Thriller
3266,2,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama
1643,3,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1653,2,Gattaca (1997),Drama|Sci-Fi|Thriller
1715,4,Office Killer (1997),Thriller
2427,5,"Thin Red Line, The (1998)",Action|Drama|War
1213,5,GoodFellas (1990),Crime|Drama
3578,2,Gladiator (2000),Action|Drama
2607,2,Get Real (1998),Drama
1449,4,Waiting for Guffman (1996),Comedy
3113,1,End of Days (1999),Action|Thriller
1509,3,All Over Me (1997),Drama
2959,4,Fight Club (1999),Drama
16,3,Casino (1995),Drama|Thriller
1500,3,Grosse Pointe Blank (1997),Comedy|Crime
1517,4,Austin Powers: International Man of Mystery (1997),Comedy
1732,5,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
2318,4,Happiness (1998),Comedy
1722,2,Tomorrow Never Dies (1997),Action|Romance|Thriller
3046,3,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
1729,4,Jackie Brown (1997),Crime|Drama
1650,3,Washington Square (1997),Drama
908,4,North by Northwest (1959),Drama|Thriller
1794,3,Love and Death on Long Island (1997),Comedy|Drama
1730,4,Kundun (1997),Drama
2952,2,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller
3100,1,"River Runs Through It, A (1992)",Drama
913,5,"Maltese Falcon, The (1941)",Film-Noir|Mystery
3267,4,"Mariachi, El (1992)",Action|Thriller
3409,3,Final Destination (2000),Drama|Thriller
1089,5,Reservoir Dogs (1992),Crime|Thriller
2384,3,Babe: Pig in the City (1998),Children's|Comedy
3260,4,Howards End (1992),Drama
1429,3,Jackie Chan's First Strike (1996),Action
3020,1,Falling Down (1993),Action|Drama
461,3,Go Fish (1994),Drama|Romance
2890,4,Three Kings (1999),Drama|War
318,3,"Shawshank Redemption, The (1994)",Drama
3476,3,Jacob's Ladder (1990),Horror|Mystery|Thriller
2159,1,Henry: Portrait of a Serial Killer (1990),Crime|Horror
1610,4,"Hunt for Red October, The (1990)",Action|Thriller
176,4,Living in Oblivion (1995),Comedy
896,4,Wild Reeds (1994),Drama
593,4,"Silence of the Lambs, The (1991)",Drama|Thriller
1788,3,Men With Guns (1997),Action|Drama
3624,3,Shanghai Noon (2000),Action
551,4,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
590,3,Dances with Wolves (1990),Adventure|Drama|Western
2100,3,Splash (1984),Comedy|Fantasy|Romance
2858,1,American Beauty (1999),Comedy|Drama
1569,4,My Best Friend's Wedding (1997),Comedy|Romance
17,4,Sense and Sensibility (1995),Drama|Romance
3753,5,"Patriot, The (2000)",Action|Drama|War
920,4,Gone with the Wind (1939),Drama|Romance|War
266,4,Legends of the Fall (1994),Drama|Romance|War|Western
2966,5,"Straight Story, The (1999)",Drama
595,4,Beauty and the Beast (1991),Animation|Children's|Musical
3072,4,Moonstruck (1987),Comedy
2082,3,"Mighty Ducks, The (1992)",Children's|Comedy
914,5,My Fair Lady (1964),Musical|Romance
296,2,Pulp Fiction (1994),Crime|Drama
3501,5,Murphy's Romance (1985),Comedy|Romance
364,4,"Lion King, The (1994)",Animation|Children's|Musical
1441,4,Benny & Joon (1993),Comedy|Romance
1101,4,Top Gun (1986),Action|Romance
3578,4,Gladiator (2000),Action|Drama
3624,4,Shanghai Noon (2000),Action
912,4,Casablanca (1942),Drama|Romance|War
199,5,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
3717,4,Gone in 60 Seconds (2000),Action|Crime
1088,5,Dirty Dancing (1987),Musical|Romance
2469,3,Peggy Sue Got Married (1986),Comedy|Romance
1028,4,Mary Poppins (1964),Children's|Comedy|Musical
3536,5,Keeping the Faith (2000),Comedy|Romance
1030,4,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
2802,4,Tequila Sunrise (1988),Action|Romance|Thriller
1688,5,Anastasia (1997),Animation|Children's|Musical
3604,5,Gypsy (1962),Musical
1806,3,Paulie (1998),Adventure|Children's|Comedy
3600,3,Blue Hawaii (1961),Comedy|Musical
2406,5,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
3074,5,Jeremiah Johnson (1972),Western
1947,5,West Side Story (1961),Musical|Romance
3699,4,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3408,5,Erin Brockovich (2000),Drama
3534,4,28 Days (2000),Comedy
383,4,Wyatt Earp (1994),Western
597,5,Pretty Woman (1990),Comedy|Romance
1674,4,Witness (1985),Drama|Romance|Thriller
3685,3,Prizzi's Honor (1985),Comedy|Drama|Romance
3610,3,Roustabout (1964),Musical
569,4,Little Big League (1994),Children's|Comedy
1043,4,To Gillian on Her 37th Birthday (1996),Drama|Romance
1296,3,"Room with a View, A (1986)",Drama|Romance
838,4,Emma (1996),Comedy|Drama|Romance
3565,4,Where the Heart Is (2000),Comedy|Drama
2506,3,"Other Sister, The (1999)",Comedy|Drama|Romance
3682,3,Magnum Force (1973),Western
3524,3,Arthur (1981),Comedy|Romance
3508,3,"Outlaw Josey Wales, The (1976)",Western
1959,3,Out of Africa (1985),Drama|Romance
377,3,Speed (1994),Action|Romance|Thriller
1007,3,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
1380,5,Grease (1978),Comedy|Musical|Romance
2017,3,Babes in Toyland (1961),Children's|Fantasy|Musical
1,4,Toy Story (1995),Animation|Children's|Comedy
349,5,Clear and Present Danger (1994),Action|Adventure|Thriller
3256,5,Patriot Games (1992),Action|Thriller
3793,3,X-Men (2000),Action|Sci-Fi
6,4,Heat (1995),Action|Crime|Thriller
3107,3,Backdraft (1991),Action|Drama
442,4,Demolition Man (1993),Action|Sci-Fi
474,5,In the Line of Fire (1993),Action|Thriller
2916,5,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
589,5,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1722,4,Tomorrow Never Dies (1997),Action|Romance|Thriller
1997,5,"Exorcist, The (1973)",Horror
457,5,"Fugitive, The (1993)",Action|Thriller
3578,3,Gladiator (2000),Action|Drama
861,4,Supercop (1992),Action|Thriller
3753,4,"Patriot, The (2000)",Action|Drama|War
1221,4,"Godfather: Part II, The (1974)",Action|Crime|Drama
1270,4,Back to the Future (1985),Comedy|Sci-Fi
2353,5,Enemy of the State (1998),Action|Thriller
1573,4,Face/Off (1997),Action|Sci-Fi|Thriller
151,4,Rob Roy (1995),Drama|Romance|War
1621,3,Soul Food (1997),Drama
1466,4,Donnie Brasco (1997),Crime|Drama
14,4,Nixon (1995),Drama
1589,4,Cop Land (1997),Crime|Drama|Mystery
3107,5,Backdraft (1991),Action|Drama
4,3,Waiting to Exhale (1995),Comedy|Drama
24,4,Powder (1995),Drama|Sci-Fi
288,5,Natural Born Killers (1994),Action|Thriller
3173,2,Any Given Sunday (1999),Drama
3260,3,Howards End (1992),Drama
163,5,Desperado (1995),Action|Romance|Thriller
510,3,Poetic Justice (1993),Drama
111,5,Taxi Driver (1976),Drama|Thriller
3259,4,Far and Away (1992),Drama|Romance
1678,5,"Joy Luck Club, The (1993)",Drama
2688,3,"General's Daughter, The (1999)",Drama|Thriller
506,3,Orlando (1993),Drama
1476,3,Private Parts (1997),Comedy|Drama
2023,3,"Godfather: Part III, The (1990)",Action|Crime|Drama
1357,4,Shine (1996),Drama|Romance
508,3,Philadelphia (1993),Drama
608,5,Fargo (1996),Crime|Drama|Thriller
3252,3,Scent of a Woman (1992),Drama
